5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
2009/3/31 8:55,324,1,100
2009/3/31 9:00,327,1,100
2009/3/31 9:05,378,1,100
2009/3/31 9:10,360,1,100
2009/3/31 9:15,402,1,100
2009/3/31 9:20,351,1,100
2009/3/31 9:25,360,1,100
2009/3/31 9:30,333,1,100
2009/3/31 9:35,363,1,100
2009/3/31 9:40,357,1,100
2009/3/31 9:45,321,1,100
2009/3/31 9:50,297,1,100
2009/3/31 9:55,339,1,100
2009/3/31 10:00,306,1,100
2009/3/31 10:05,318,1,100
2009/3/31 10:10,342,1,100
2009/3/31 10:15,351,1,100
2009/3/31 10:20,318,1,100
2009/3/31 10:25,273,1,100
2009/3/31 10:30,351,1,100
2009/3/31 10:35,321,1,100
2009/3/31 10:40,315,1,100
2009/3/31 10:45,345,1,100
2009/3/31 10:50,324,1,100
2009/3/31 10:55,300,1,100
2009/3/31 11:00,261,1,100
2009/3/31 11:05,339,1,100
2009/3/31 11:10,339,1,100
2009/3/31 11:15,357,1,100
2009/3/31 11:20,315,1,100
2009/3/31 11:25,315,1,100
2009/3/31 11:30,324,1,100
2009/3/31 11:35,351,1,100
2009/3/31 11:40,345,1,100
2009/3/31 11:45,288,1,100
2009/3/31 11:50,336,1,100
2009/3/31 11:55,297,1,100
2009/3/31 12:00,357,1,100
2009/3/31 12:05,321,1,100
2009/3/31 12:10,333,1,100
2009/3/31 12:15,294,1,100
2009/3/31 12:20,330,1,100
2009/3/31 12:25,291,1,100
2009/3/31 12:30,336,1,100
2009/3/31 12:35,303,1,100
2009/3/31 12:40,327,1,100
2009/3/31 12:45,303,1,100
2009/3/31 12:50,300,1,100
2009/3/31 12:55,279,1,100
2009/3/31 13:00,324,1,100
2009/3/31 13:05,309,1,100
2009/3/31 13:10,360,1,100
2009/3/31 13:15,336,1,100
2009/3/31 13:20,294,1,100
2009/3/31 13:25,324,1,100
2009/3/31 13:30,336,1,100
2009/3/31 13:35,327,1,100
2009/3/31 13:40,336,1,100
2009/3/31 13:45,312,1,100
2009/3/31 13:50,345,1,100
2009/3/31 13:55,309,1,100
2009/3/31 14:00,300,1,100
2009/3/31 14:05,309,1,100
2009/3/31 14:10,363,1,100
2009/3/31 14:15,360,1,100
2009/3/31 14:20,330,1,100
2009/3/31 14:25,339,1,100
2009/3/31 14:30,366,1,100
2009/3/31 14:35,327,1,100
2009/3/31 14:40,321,1,100
2009/3/31 14:45,375,1,100
2009/3/31 14:50,342,1,100
2009/3/31 14:55,351,1,100
2009/3/31 15:00,327,1,100
2009/3/31 15:05,330,1,100
2009/3/31 15:10,324,1,100
2009/3/31 15:15,381,1,100
2009/3/31 15:20,315,1,100
2009/3/31 15:25,345,1,100
2009/3/31 15:30,300,1,100
2009/3/31 15:35,369,1,100
2009/3/31 15:40,294,1,100
2009/3/31 15:45,366,1,100
2009/3/31 15:50,375,1,100
2009/3/31 15:55,297,1,100
2009/3/31 16:00,327,1,100
2009/3/31 16:05,345,1,100
2009/3/31 16:10,306,1,100
2009/3/31 16:15,300,1,100
2009/3/31 16:20,294,1,100
2009/3/31 16:25,327,1,100
2009/3/31 16:30,321,1,100
2009/3/31 16:35,348,1,100
2009/3/31 16:40,339,1,100
2009/3/31 16:45,345,1,100
2009/3/31 16:50,333,1,100
2009/3/31 16:55,339,1,100
2009/3/31 17:00,327,1,100
2009/3/31 17:05,297,1,100
2009/3/31 17:10,363,1,100
2009/3/31 17:15,357,1,100
2009/3/31 17:20,327,1,100
2009/3/31 17:25,336,1,100
2009/3/31 17:30,300,1,100
2009/3/31 17:35,342,1,100
2009/3/31 17:40,324,1,100
2009/3/31 17:45,273,1,100
2009/3/31 17:50,312,1,100
2009/3/31 17:55,282,1,100
2009/3/31 18:00,300,1,100
2009/3/31 18:05,312,1,100
2009/3/31 18:10,276,1,100
2009/3/31 18:15,276,1,100
2009/3/31 18:20,279,1,100
2009/3/31 18:25,237,1,100
2009/3/31 18:30,282,1,100
2009/3/31 18:35,306,1,100
2009/3/31 18:40,267,1,100
2009/3/31 18:45,291,1,100
2009/3/31 18:50,273,1,100
2009/3/31 18:55,270,1,100
2009/3/31 19:00,252,1,100
2009/3/31 19:05,246,1,100
2009/3/31 19:10,210,1,100
2009/3/31 19:15,249,1,100
2009/3/31 19:20,246,1,100
2009/3/31 19:25,273,1,100
2009/3/31 19:30,243,1,100
2009/3/31 19:35,216,1,100
2009/3/31 19:40,204,1,100
2009/3/31 19:45,207,1,100
2009/3/31 19:50,219,1,100
2009/3/31 19:55,237,1,100
2009/3/31 20:00,204,1,100
2009/3/31 20:05,204,1,100
2009/3/31 20:10,207,1,100
2009/3/31 20:15,207,1,100
2009/3/31 20:20,201,1,100
2009/3/31 20:25,222,1,100
2009/3/31 20:30,186,1,100
2009/3/31 20:35,216,1,100
2009/3/31 20:40,219,1,100
2009/3/31 20:45,234,1,100
2009/3/31 20:50,204,1,100
2009/3/31 20:55,237,1,100
2009/3/31 21:00,201,1,100
2009/3/31 21:05,222,1,100
2009/3/31 21:10,198,1,100
2009/3/31 21:15,243,1,100
2009/3/31 21:20,246,1,100
2009/3/31 21:25,207,1,100
2009/3/31 21:30,213,1,100
2009/3/31 21:35,174,1,100
2009/3/31 21:40,222,1,100
2009/3/31 21:45,225,1,100
2009/3/31 21:50,204,1,100
2009/3/31 21:55,183,1,100
2009/3/31 22:00,183,1,100
2009/3/31 22:05,168,1,100
2009/3/31 22:10,225,1,100
2009/3/31 22:15,204,1,100
2009/3/31 22:20,168,1,100
2009/3/31 22:25,219,1,100
2009/3/31 22:30,195,1,100
2009/3/31 22:35,192,1,100
2009/3/31 22:40,201,1,100
2009/3/31 22:45,159,1,100
2009/3/31 22:50,159,1,100
2009/3/31 22:55,141,1,100
2009/3/31 23:00,150,1,100
2009/3/31 23:05,150,1,100
2009/3/31 23:10,153,1,100
2009/3/31 23:15,168,1,100
2009/3/31 23:20,168,1,100
2009/3/31 23:25,150,1,100
2009/3/31 23:30,129,1,100
2009/3/31 23:35,135,1,100
2009/3/31 23:40,129,1,100
2009/3/31 23:45,117,1,100
2009/3/31 23:50,90,1,100
2009/3/31 23:55,93,1,100
2009/4/1 0:00,114,1,100
2009/4/1 0:05,81,1,100
2009/4/1 0:10,105,1,100
2009/4/1 0:15,111,1,100
2009/4/1 0:20,99,1,100
2009/4/1 0:25,105,1,100
2009/4/1 0:30,93,1,100
2009/4/1 0:35,66,1,100
2009/4/1 0:40,66,1,100
2009/4/1 0:45,93,1,100
2009/4/1 0:50,78,1,100
2009/4/1 0:55,78,1,100
2009/4/1 1:00,51,1,100
2009/4/1 1:05,60,1,100
2009/4/1 1:10,60,1,100
2009/4/1 1:15,51,1,100
2009/4/1 1:35,48,1,100
2009/4/1 1:40,57,1,100
2009/4/1 1:45,33,1,100
2009/4/1 1:50,87,1,100
2009/4/1 1:55,66,1,100
2009/4/1 2:00,45,1,100
2009/4/1 2:05,54,1,100
2009/4/1 2:10,54,1,100
2009/4/1 2:15,72,1,100
2009/4/1 2:20,84,1,100
2009/4/1 2:25,72,1,100
2009/4/1 2:30,63,1,100
2009/4/1 2:35,42,1,100
2009/4/1 2:40,48,1,100
2009/4/1 2:45,75,1,100
2009/4/1 2:50,54,1,100
2009/4/1 2:55,36,1,100
2009/4/1 3:00,48,1,100
2009/4/1 3:05,54,1,100
2009/4/1 3:10,66,1,100
2009/4/1 3:15,72,1,100
2009/4/1 3:20,75,1,100
2009/4/1 3:25,69,1,100
2009/4/1 3:30,84,1,100
2009/4/1 3:35,78,1,100
2009/4/1 3:40,93,1,100
2009/4/1 3:45,81,1,100
2009/4/1 3:50,81,1,100
2009/4/1 3:55,102,1,100
2009/4/1 4:00,81,1,100
2009/4/1 4:05,99,1,100
2009/4/1 4:10,117,1,100
2009/4/1 4:15,126,1,100
2009/4/1 4:20,141,1,100
2009/4/1 4:25,162,1,100
2009/4/1 4:30,183,1,100
2009/4/1 4:35,180,1,100
2009/4/1 4:40,219,1,100
2009/4/1 4:45,195,1,100
2009/4/1 4:50,198,1,100
2009/4/1 4:55,234,1,100
2009/4/1 5:00,207,1,100
2009/4/1 5:05,303,1,100
2009/4/1 5:10,300,1,100
2009/4/1 5:15,330,1,100
2009/4/1 5:20,405,1,100
2009/4/1 5:25,402,1,100
2009/4/1 5:30,405,1,100
2009/4/1 5:35,510,1,100
2009/4/1 5:40,390,1,100
2009/4/1 5:45,435,1,100
2009/4/1 5:50,453,1,100
2009/4/1 5:55,489,1,100
2009/4/1 6:00,507,1,100
2009/4/1 6:05,483,1,100
2009/4/1 6:10,540,1,100
2009/4/1 6:15,492,1,100
2009/4/1 6:20,495,1,100
2009/4/1 6:25,498,1,100
2009/4/1 6:30,456,1,100
2009/4/1 6:35,507,1,100
2009/4/1 6:40,444,1,100
2009/4/1 6:45,465,1,100
2009/4/1 6:50,423,1,100
2009/4/1 6:55,438,1,100
2009/4/1 7:00,408,1,100
2009/4/1 7:05,447,1,100
2009/4/1 7:10,525,1,100
2009/4/1 7:15,426,1,100
2009/4/1 7:20,423,1,100
2009/4/1 7:25,396,1,100
2009/4/1 7:30,453,1,100
2009/4/1 7:35,453,1,100
2009/4/1 7:40,444,1,100
2009/4/1 7:45,444,1,100
2009/4/1 7:50,456,1,100
2009/4/1 7:55,438,1,100
2009/4/1 8:00,369,1,100
2009/4/1 8:05,465,1,100
2009/4/1 8:10,384,1,100
2009/4/1 8:15,351,1,100
2009/4/1 8:20,411,1,100
2009/4/1 8:25,399,1,100
2009/4/1 8:30,336,1,100
2009/4/1 8:35,447,1,100
2009/4/1 8:40,390,1,100
2009/4/1 8:45,402,1,100
2009/4/1 8:50,375,1,100
2009/4/1 8:55,381,1,100
2009/4/1 9:00,351,1,100
2009/4/1 9:05,354,1,100
2009/4/1 9:10,369,1,100
2009/4/1 9:15,396,1,100
2009/4/1 9:20,393,1,100
2009/4/1 9:25,354,1,100
2009/4/1 9:30,399,1,100
2009/4/1 9:35,408,1,100
2009/4/1 9:40,378,1,100
2009/4/1 9:45,384,1,100
2009/4/1 9:50,345,1,100
2009/4/1 9:55,351,1,100
2009/4/1 10:00,345,1,100
2009/4/1 10:05,342,1,100
2009/4/1 10:10,345,1,100
2009/4/1 10:15,318,1,100
2009/4/1 10:20,309,1,100
2009/4/1 10:25,342,1,100
2009/4/1 10:30,339,1,100
2009/4/1 10:35,321,1,100
2009/4/1 10:40,315,1,100
2009/4/1 10:45,348,1,100
2009/4/1 10:50,327,1,100
2009/4/1 10:55,309,1,100
2009/4/1 11:00,312,1,100
2009/4/1 11:05,336,1,100
2009/4/1 11:10,360,1,100
2009/4/1 11:15,333,1,100
2009/4/1 11:20,351,1,100
2009/4/1 11:25,345,1,100
2009/4/1 11:30,342,1,100
2009/4/1 11:35,354,1,100
2009/4/1 11:40,360,1,100
2009/4/1 11:45,288,1,100
2009/4/1 11:50,339,1,100
2009/4/1 11:55,357,1,100
2009/4/1 12:00,321,1,100
2009/4/1 12:05,327,1,100
2009/4/1 12:10,342,1,100
2009/4/1 12:15,297,1,100
2009/4/1 12:20,330,1,100
2009/4/1 12:25,324,1,100
2009/4/1 12:30,387,1,100
2009/4/1 12:35,288,1,100
2009/4/1 12:40,348,1,100
2009/4/1 12:45,354,1,100
2009/4/1 12:50,282,1,100
2009/4/1 12:55,345,1,100
2009/4/1 13:00,297,1,100
2009/4/1 13:05,291,1,100
2009/4/1 13:10,312,1,100
2009/4/1 13:15,318,1,100
2009/4/1 13:20,330,1,100
2009/4/1 13:25,363,1,100
2009/4/1 13:30,375,1,100
2009/4/1 13:35,342,1,100
2009/4/1 13:40,390,1,100
2009/4/1 13:45,327,1,100
2009/4/1 13:50,339,1,100
2009/4/1 13:55,348,1,100
2009/4/1 14:00,333,1,100
2009/4/1 14:05,366,1,100
2009/4/1 14:10,354,1,100
2009/4/1 14:15,342,1,100
2009/4/1 14:20,351,1,100
2009/4/1 14:25,405,1,100
2009/4/1 14:30,369,1,100
2009/4/1 14:35,381,1,100
2009/4/1 14:40,372,1,100
2009/4/1 14:45,435,1,100
2009/4/1 14:50,405,1,100
2009/4/1 14:55,408,1,100
2009/4/1 15:00,360,1,100
2009/4/1 15:05,363,1,100
2009/4/1 15:10,348,1,100
2009/4/1 15:15,390,1,100
2009/4/1 15:20,417,1,100
2009/4/1 15:25,348,1,100
2009/4/1 15:30,369,1,100
2009/4/1 15:35,381,1,100
2009/4/1 15:40,429,1,100
2009/4/1 15:45,438,1,100
2009/4/1 15:50,417,1,100
2009/4/1 15:55,228,1,100
2009/4/1 16:00,234,1,100
2009/4/1 16:05,333,1,100
2009/4/1 16:10,414,1,100
2009/4/1 16:15,402,1,100
2009/4/1 16:20,396,1,100
2009/4/1 16:25,396,1,100
2009/4/1 16:30,378,1,100
2009/4/1 16:35,414,1,100
2009/4/1 16:40,366,1,100
2009/4/1 16:45,405,1,100
2009/4/1 16:50,411,1,100
2009/4/1 16:55,375,1,100
2009/4/1 17:00,381,1,100
2009/4/1 17:05,387,1,100
2009/4/1 17:10,327,1,100
2009/4/1 17:15,438,1,100
2009/4/1 17:20,417,1,100
2009/4/1 17:25,390,1,100
2009/4/1 17:30,384,1,100
2009/4/1 17:35,420,1,100
2009/4/1 17:40,333,1,100
2009/4/1 17:45,345,1,100
2009/4/1 17:50,348,1,100
2009/4/1 17:55,372,1,100
2009/4/1 18:00,396,1,100
2009/4/1 18:05,336,1,100
2009/4/1 18:10,306,1,100
2009/4/1 18:15,369,1,100
2009/4/1 18:20,324,1,100
2009/4/1 18:25,348,1,100
2009/4/1 18:30,357,1,100
2009/4/1 18:35,318,1,100
2009/4/1 18:40,318,1,100
2009/4/1 18:45,261,1,100
2009/4/1 18:50,321,1,100
2009/4/1 18:55,258,1,100
2009/4/1 19:00,270,1,100
2009/4/1 19:05,297,1,100
2009/4/1 19:10,300,1,100
2009/4/1 19:15,267,1,100
2009/4/1 19:20,282,1,100
2009/4/1 19:25,273,1,100
2009/4/1 19:30,261,1,100
2009/4/1 19:35,249,1,100
2009/4/1 19:40,252,1,100
2009/4/1 19:45,231,1,100
2009/4/1 19:50,237,1,100
2009/4/1 19:55,291,1,100
2009/4/1 20:00,261,1,100
2009/4/1 20:05,255,1,100
2009/4/1 20:10,231,1,100
2009/4/1 20:15,249,1,100
2009/4/1 20:20,306,1,100
2009/4/1 20:25,270,1,100
2009/4/1 20:30,291,1,100
2009/4/1 20:35,222,1,100
2009/4/1 20:40,279,1,100
2009/4/1 20:45,267,1,100
2009/4/1 20:50,222,1,100
2009/4/1 20:55,261,1,100
2009/4/1 21:00,246,1,100
2009/4/1 21:05,249,1,100
2009/4/1 21:10,186,1,100
2009/4/1 21:15,189,1,100
2009/4/1 21:20,261,1,100
2009/4/1 21:25,267,1,100
2009/4/1 21:30,240,1,100
2009/4/1 21:35,246,1,100
2009/4/1 21:40,192,1,100
2009/4/1 21:45,228,1,100
2009/4/1 21:50,231,1,100
2009/4/1 21:55,177,1,100
2009/4/1 22:00,183,1,100
2009/4/1 22:05,192,1,100
2009/4/1 22:10,177,1,100
2009/4/1 22:15,204,1,100
2009/4/1 22:20,180,1,100
2009/4/1 22:25,234,1,100
2009/4/1 22:30,162,1,100
2009/4/1 22:35,234,1,100
2009/4/1 22:40,183,1,100
2009/4/1 22:45,183,1,100
2009/4/1 22:50,120,1,100
2009/4/1 22:55,138,1,100
2009/4/1 23:00,123,1,100
2009/4/1 23:05,147,1,100
2009/4/1 23:10,168,1,100
2009/4/1 23:15,162,1,100
2009/4/1 23:20,177,1,100
2009/4/1 23:25,165,1,100
2009/4/1 23:30,129,1,100
2009/4/1 23:35,147,1,100
2009/4/1 23:40,84,1,100
2009/4/1 23:45,111,1,100
2009/4/1 23:50,117,1,100
2009/4/1 23:55,108,1,100
2009/4/2 0:00,93,1,100
2009/4/2 0:05,102,1,100
2009/4/2 0:10,93,1,100
2009/4/2 0:15,105,1,100
2009/4/2 0:20,111,1,100
2009/4/2 0:25,111,1,100
2009/4/2 0:30,78,1,100
2009/4/2 0:35,75,1,100
2009/4/2 0:40,75,1,100
2009/4/2 0:45,87,1,100
2009/4/2 0:50,69,1,100
2009/4/2 0:55,81,1,100
2009/4/2 1:00,66,1,100
2009/4/2 1:05,69,1,100
2009/4/2 1:10,57,1,100
2009/4/2 1:15,102,1,100
2009/4/2 1:40,117,1,100
2009/4/2 1:45,105,1,100
2009/4/2 1:50,117,1,100
2009/4/2 1:55,129,1,100
2009/4/2 2:00,69,1,100
2009/4/2 2:05,66,1,100
2009/4/2 2:10,54,1,100
2009/4/2 2:15,84,1,100
2009/4/2 2:20,57,1,100
2009/4/2 2:25,75,1,100
2009/4/2 2:30,75,1,100
2009/4/2 2:35,66,1,100
2009/4/2 2:40,78,1,100
2009/4/2 2:45,57,1,100
2009/4/2 2:50,75,1,100
2009/4/2 2:55,42,1,100
2009/4/2 3:00,51,1,100
2009/4/2 3:05,54,1,100
2009/4/2 3:10,60,1,100
2009/4/2 3:15,78,1,100
2009/4/2 3:25,99,1,100
2009/4/2 3:30,81,1,100
2009/4/2 3:35,102,1,100
2009/4/2 3:40,102,1,100
2009/4/2 3:45,84,1,100
2009/4/2 3:50,78,1,100
2009/4/2 3:55,63,1,100
2009/4/2 4:00,93,1,100
2009/4/2 4:05,81,1,100
2009/4/2 4:10,111,1,100
2009/4/2 4:15,129,1,100
2009/4/2 4:20,174,1,100
2009/4/2 4:25,165,1,100
2009/4/2 4:30,186,1,100
2009/4/2 4:35,171,1,100
2009/4/2 4:40,231,1,100
2009/4/2 4:45,216,1,100
2009/4/2 4:50,192,1,100
2009/4/2 4:55,225,1,100
2009/4/2 5:00,222,1,100
2009/4/2 5:05,231,1,100
2009/4/2 5:10,300,1,100
2009/4/2 5:15,318,1,100
2009/4/2 5:20,378,1,100
2009/4/2 5:25,441,1,100
2009/4/2 5:30,420,1,100
2009/4/2 5:35,504,1,100
2009/4/2 5:40,384,1,100
2009/4/2 5:45,468,1,100
2009/4/2 5:50,471,1,100
2009/4/2 5:55,456,1,100
2009/4/2 6:00,480,1,100
2009/4/2 6:05,501,1,100
2009/4/2 6:10,534,1,100
2009/4/2 6:15,462,1,100
2009/4/2 6:20,504,1,100
2009/4/2 6:25,549,1,100
2009/4/2 6:30,525,1,100
2009/4/2 6:35,537,1,100
2009/4/2 6:40,414,1,100
2009/4/2 6:45,447,1,100
2009/4/2 6:50,462,1,100
2009/4/2 6:55,492,1,100
2009/4/2 7:00,477,1,100
2009/4/2 7:05,492,1,100
2009/4/2 7:10,399,1,100
2009/4/2 7:15,420,1,100
2009/4/2 7:20,450,1,100
2009/4/2 7:25,468,1,100
2009/4/2 7:30,501,1,100
2009/4/2 7:35,465,1,100
2009/4/2 7:40,444,1,100
2009/4/2 7:45,453,1,100
2009/4/2 7:50,459,1,100
2009/4/2 7:55,414,1,100
2009/4/2 8:00,402,1,100
2009/4/2 8:05,438,1,100
2009/4/2 8:10,351,1,100
2009/4/2 8:15,411,1,100
2009/4/2 8:20,378,1,100
2009/4/2 8:25,399,1,100
2009/4/2 8:30,450,1,100
2009/4/2 8:35,372,1,100
2009/4/2 8:40,393,1,100
2009/4/2 8:45,399,1,100
2009/4/2 8:50,357,1,100
2009/4/2 8:55,405,1,100
2009/4/2 9:00,354,1,100
2009/4/2 9:05,393,1,100
2009/4/2 9:10,393,1,100
2009/4/2 9:15,402,1,100
2009/4/2 9:20,426,1,100
2009/4/2 9:25,342,1,100
2009/4/2 9:30,402,1,100
2009/4/2 9:35,357,1,100
2009/4/2 9:40,357,1,100
2009/4/2 9:45,339,1,100
2009/4/2 9:50,348,1,100
2009/4/2 9:55,396,1,100
2009/4/2 10:00,396,1,100
2009/4/2 10:05,372,1,100
2009/4/2 10:10,339,1,100
2009/4/2 10:15,378,1,100
2009/4/2 10:20,396,1,100
2009/4/2 10:25,363,1,100
2009/4/2 10:30,390,1,100
2009/4/2 10:35,297,1,100
2009/4/2 10:40,321,1,100
2009/4/2 10:45,351,1,100
2009/4/2 10:50,384,1,100
2009/4/2 10:55,363,1,100
2009/4/2 11:00,321,1,100
2009/4/2 11:05,357,1,100
2009/4/2 11:10,342,1,100
2009/4/2 11:15,342,1,100
2009/4/2 11:20,333,1,100
2009/4/2 11:25,327,1,100
2009/4/2 11:30,327,1,100
2009/4/2 11:35,336,1,100
2009/4/2 11:40,336,1,100
2009/4/2 11:45,291,1,100
2009/4/2 11:50,330,1,100
2009/4/2 11:55,345,1,100
2009/4/2 12:00,312,1,100
2009/4/2 12:05,315,1,100
2009/4/2 12:10,288,1,100
2009/4/2 12:15,324,1,100
2009/4/2 12:20,303,1,100
2009/4/2 12:25,294,1,100
2009/4/2 12:30,318,1,100
2009/4/2 12:35,348,1,100
2009/4/2 12:40,306,1,100
2009/4/2 12:45,279,1,100
2009/4/2 12:50,312,1,100
2009/4/2 12:55,333,1,100
2009/4/2 13:00,339,1,100
2009/4/2 13:05,297,1,100
2009/4/2 13:10,330,1,100
2009/4/2 13:15,387,1,100
2009/4/2 13:20,327,1,100
2009/4/2 13:25,309,1,100
2009/4/2 13:30,321,1,100
2009/4/2 13:35,348,1,100
2009/4/2 13:40,369,1,100
2009/4/2 13:45,327,1,100
2009/4/2 13:50,354,1,100
2009/4/2 13:55,324,1,100
2009/4/2 14:00,327,1,100
2009/4/2 14:05,375,1,100
2009/4/2 14:10,339,1,100
2009/4/2 14:15,366,1,100
2009/4/2 14:20,327,1,100
2009/4/2 14:25,384,1,100
2009/4/2 14:30,345,1,100
2009/4/2 14:35,342,1,100
2009/4/2 14:40,357,1,100
2009/4/2 14:45,372,1,100
2009/4/2 14:50,459,1,100
2009/4/2 14:55,411,1,100
2009/4/2 15:00,408,1,100
2009/4/2 15:05,357,1,100
2009/4/2 15:10,366,1,100
2009/4/2 15:15,351,1,100
2009/4/2 15:20,411,1,100
2009/4/2 15:25,354,1,100
2009/4/2 15:30,390,1,100
2009/4/2 15:35,447,1,100
2009/4/2 15:40,417,1,100
2009/4/2 15:45,420,1,100
2009/4/2 15:50,435,1,100
2009/4/2 15:55,471,1,100
2009/4/2 16:00,417,1,100
2009/4/2 16:05,375,1,100
2009/4/2 16:10,372,1,100
2009/4/2 16:15,369,1,100
2009/4/2 16:20,375,1,100
2009/4/2 16:25,345,1,100
2009/4/2 16:30,381,1,100
2009/4/2 16:35,360,1,100
2009/4/2 16:40,339,1,100
2009/4/2 16:45,402,1,100
2009/4/2 16:50,438,1,100
2009/4/2 16:55,417,1,100
2009/4/2 17:00,318,1,100
2009/4/2 17:05,336,1,100
2009/4/2 17:10,375,1,100
2009/4/2 17:15,393,1,100
2009/4/2 17:20,420,1,100
2009/4/2 17:25,375,1,100
2009/4/2 17:30,384,1,100
2009/4/2 17:35,357,1,100
2009/4/2 17:40,339,1,100
2009/4/2 17:45,360,1,100
2009/4/2 17:50,342,1,100
2009/4/2 17:55,342,1,100
2009/4/2 18:00,306,1,100
2009/4/2 18:05,324,1,100
2009/4/2 18:10,357,1,100
2009/4/2 18:15,324,1,100
2009/4/2 18:20,339,1,100
2009/4/2 18:25,318,1,100
2009/4/2 18:30,327,1,100
2009/4/2 18:35,288,1,100
2009/4/2 18:40,282,1,100
2009/4/2 18:45,297,1,100
2009/4/2 18:50,303,1,100
2009/4/2 18:55,261,1,100
2009/4/2 19:00,285,1,100
2009/4/2 19:05,261,1,100
2009/4/2 19:10,243,1,100
2009/4/2 19:15,255,1,100
2009/4/2 19:20,246,1,100
2009/4/2 19:25,285,1,100
2009/4/2 19:30,255,1,100
2009/4/2 19:35,279,1,100
2009/4/2 19:40,213,1,100
2009/4/2 19:45,261,1,100
2009/4/2 19:50,249,1,100
2009/4/2 19:55,246,1,100
2009/4/2 20:00,222,1,100
2009/4/2 20:05,210,1,100
2009/4/2 20:10,252,1,100
2009/4/2 20:15,276,1,100
2009/4/2 20:20,240,1,100
2009/4/2 20:25,258,1,100
2009/4/2 20:30,228,1,100
2009/4/2 20:35,222,1,100
2009/4/2 20:40,228,1,100
2009/4/2 20:45,207,1,100
2009/4/2 20:50,231,1,100
2009/4/2 20:55,192,1,100
2009/4/2 21:00,225,1,100
2009/4/2 21:05,216,1,100
2009/4/2 21:10,213,1,100
2009/4/2 21:15,210,1,100
2009/4/2 21:20,225,1,100
2009/4/2 21:25,243,1,100
2009/4/2 21:30,210,1,100
2009/4/2 21:35,180,1,100
2009/4/2 21:40,180,1,100
2009/4/2 21:45,243,1,100
2009/4/2 21:50,222,1,100
2009/4/2 21:55,213,1,100
2009/4/2 22:00,189,1,100
2009/4/2 22:05,210,1,100
2009/4/2 22:10,198,1,100
2009/4/2 22:15,216,1,100
2009/4/2 22:20,183,1,100
2009/4/2 22:25,183,1,100
2009/4/2 22:30,219,1,100
2009/4/2 22:35,207,1,100
2009/4/2 22:40,180,1,100
2009/4/2 22:45,201,1,100
2009/4/2 22:50,141,1,100
2009/4/2 22:55,141,1,100
2009/4/2 23:00,192,1,100
2009/4/2 23:05,132,1,100
2009/4/2 23:10,135,1,100
2009/4/2 23:15,165,1,100
2009/4/2 23:20,168,1,100
2009/4/2 23:25,132,1,100
2009/4/2 23:30,153,1,100
2009/4/2 23:35,90,1,100
2009/4/2 23:40,129,1,100
2009/4/2 23:45,102,1,100
2009/4/2 23:50,135,1,100
2009/4/2 23:55,132,1,100
2009/4/3 0:00,102,1,100
2009/4/3 0:05,78,1,100
2009/4/3 0:10,99,1,100
2009/4/3 0:15,105,1,100
2009/4/3 0:20,105,1,100
2009/4/3 0:25,159,1,100
2009/4/3 0:30,120,1,100
2009/4/3 0:35,72,1,100
2009/4/3 0:40,87,1,100
2009/4/3 0:45,99,1,100
2009/4/3 0:50,69,1,100
2009/4/3 0:55,87,1,100
2009/4/3 1:00,84,1,100
2009/4/3 1:05,81,1,100
2009/4/3 1:10,78,1,100
2009/4/3 1:15,60,1,100
2009/4/3 1:30,0,1,100
2009/4/3 1:35,75,1,100
2009/4/3 1:40,57,1,100
2009/4/3 1:45,84,1,100
2009/4/3 1:50,105,1,100
2009/4/3 1:55,87,1,100
2009/4/3 2:00,60,1,100
2009/4/3 2:05,60,1,100
2009/4/3 2:10,81,1,100
2009/4/3 2:15,117,1,100
2009/4/3 2:20,69,1,100
2009/4/3 2:25,63,1,100
2009/4/3 2:30,93,1,100
2009/4/3 2:35,75,1,100
2009/4/3 2:40,36,1,100
2009/4/3 2:45,69,1,100
2009/4/3 2:50,75,1,100
2009/4/3 2:55,66,1,100
2009/4/3 3:00,75,1,100
2009/4/3 3:05,54,1,100
2009/4/3 3:10,54,1,100
2009/4/3 3:15,81,1,100
2009/4/3 3:20,96,1,100
2009/4/3 3:25,84,1,100
2009/4/3 3:30,84,1,100
2009/4/3 3:35,72,1,100
2009/4/3 3:40,90,1,100
2009/4/3 3:45,96,1,100
2009/4/3 3:50,105,1,100
2009/4/3 3:55,78,1,100
2009/4/3 4:00,117,1,100
2009/4/3 4:05,72,1,100
2009/4/3 4:10,126,1,100
2009/4/3 4:15,108,1,100
2009/4/3 4:20,138,1,100
2009/4/3 4:25,135,1,100
2009/4/3 4:30,195,1,100
2009/4/3 4:35,174,1,100
2009/4/3 4:40,165,1,100
2009/4/3 4:45,195,1,100
2009/4/3 4:50,207,1,100
2009/4/3 4:55,240,1,100
2009/4/3 5:00,213,1,100
2009/4/3 5:05,240,1,100
2009/4/3 5:10,249,1,100
2009/4/3 5:15,348,1,100
2009/4/3 5:20,348,1,100
2009/4/3 5:25,375,1,100
2009/4/3 5:30,429,1,100
2009/4/3 5:35,417,1,100
2009/4/3 5:40,405,1,100
2009/4/3 5:45,444,1,100
2009/4/3 5:50,453,1,100
2009/4/3 5:55,459,1,100
2009/4/3 6:00,465,1,100
2009/4/3 6:05,474,1,100
